pl_name,hostname,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
EPIC 220674823 b,EPIC 220674823,0.91,0.05,-0.03,0,0.97,0.02,-0.03,0
EPIC 220674823 b,EPIC 220674823,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0
EPIC 220674823 b,EPIC 220674823,0.98,0.02,-0.02,0,0.9,0.06,-0.05,0
EPIC 220674823 b,EPIC 220674823,0.91,0.05,-0.03,0,,,,
EPIC 220674823 b,EPIC 220674823,0.83,0.04,-0.04,0,0.93,0.01,-0.01,0
EPIC 220674823 b,EPIC 220674823,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 220674823 b,EPIC 220674823,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0
EPIC 220674823 b,EPIC 220674823,0.97,,,0,,,,
EPIC 220674823 c,EPIC 220674823,0.83,0.04,-0.04,0,0.93,0.01,-0.01,0
EPIC 220674823 c,EPIC 220674823,0.97,,,0,,,,
EPIC 220674823 c,EPIC 220674823,0.91,0.05,-0.03,0,0.97,0.02,-0.03,0
EPIC 220674823 c,EPIC 220674823,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0
EPIC 220674823 c,EPIC 220674823,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0
EPIC 220674823 c,EPIC 220674823,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0
EPIC 220674823 c,EPIC 220674823,0.91,0.05,-0.03,0,,,,
EPIC 220674823 c,EPIC 220674823,1.02,0.03,-0.02,0,,,,
EPIC 246851721 b,EPIC 246851721,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0
EPIC 248847494 b,EPIC 248847494,2.7,0.12,-0.12,0,0.9,0.09,-0.09,0
EPIC 249893012 b,EPIC 249893012,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 c,EPIC 249893012,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
EPIC 249893012 d,EPIC 249893012,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0
FU Tau b,FU Tau,,,,,0.05,,,0
G 9-40 b,G 9-40,0.31,0,0,0,,,,
G 9-40 b,G 9-40,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0
GJ 1061 b,GJ 1061,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 c,GJ 1061,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1061 d,GJ 1061,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 1132 b,GJ 1132,0.26,0.02,-0.02,0,0.18,0.02,-0.02,0
GJ 1132 b,GJ 1132,0.21,0.02,-0.02,0,0.18,0.02,-0.02,0
GJ 1132 b,GJ 1132,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1132 b,GJ 1132,,,,,,,,
GJ 1132 c,GJ 1132,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1148 b,GJ 1148,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1148 b,GJ 1148,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1148 c,GJ 1148,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.16,0.01,-0.01,0
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.16,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.2,0.01,-0.01,0,,,,
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.16,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.21,0.01,0,0,0.15,0.01,-0.01,0
GJ 1214 b,GJ 1214,0.22,0,0,0,0.18,0.01,-0.01,0
GJ 1214 b,GJ 1214,0.22,0.01,-0.01,0,0.15,0.01,-0.01,0
GJ 1214 b,GJ 1214,0.21,,,0,,,,
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.18,0.01,-0.01,0,0.16,0.01,-0.01,0
GJ 1214 b,GJ 1214,,,,,,,,
GJ 1214 b,GJ 1214,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 1214 b,GJ 1214,0.2,0,0,0,,,,
GJ 1252 b,GJ 1252,0.38,0.02,-0.02,0,,,,
GJ 1252 b,GJ 1252,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0
GJ 1265 b,GJ 1265,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0
GJ 143 b,GJ 143,0.71,0.06,-0.06,0,,,,
GJ 143 b,GJ 143,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0
GJ 143 b,GJ 143,0.73,0.01,-0.01,0,0.76,0.03,-0.02,0
GJ 15 A b,GJ 15 A,0.39,0,0,0,0.38,0.06,-0.06,0
GJ 15 A b,GJ 15 A,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 15 A c,GJ 15 A,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0
GJ 160.2 b,GJ 160.2,,,,,0.69,,,0
GJ 163 b,GJ 163,,,,,,,,
GJ 163 c,GJ 163,,,,,,,,
GJ 163 d,GJ 163,,,,,,,,
GJ 179 b,GJ 179,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0
GJ 180 b,GJ 180,,,,,0.43,,,0
GJ 180 b,GJ 180,,,,,0.43,,,0
GJ 180 c,GJ 180,,,,,0.43,,,0
GJ 180 d,GJ 180,,,,,0.43,,,0
GJ 2056 b,GJ 2056,,,,,0.62,0.08,-0.08,0
GJ 229 A c,GJ 229,,,,,0.58,,,0
GJ 229 b,GJ 229,,,,,0.58,,,0
GJ 229 b,GJ 229,,,,,0.58,,,0
GJ 251 b,GJ 251,0.36,0.01,-0.01,0,0.36,0.01,-0.01,0
GJ 27.1 b,GJ 27.1,,,,,0.53,,,0
GJ 273 b,GJ 273,0.29,0.03,-0.03,0,0.29,,,0
GJ 273 c,GJ 273,0.29,0.03,-0.03,0,0.29,,,0
GJ 3021 b,GJ 3021,0.9,,,0,0.9,,,0
GJ 3082 b,GJ 3082,,,,,0.47,,,0
GJ 3138 b,GJ 3138,0.5,0.03,-0.03,0,0.68,,,0
GJ 3138 c,GJ 3138,0.5,0.03,-0.03,0,0.68,,,0
GJ 3138 d,GJ 3138,0.5,0.03,-0.03,0,0.68,,,0
GJ 317 b,GJ 317,,,,,0.42,0.05,-0.05,0
GJ 317 b,GJ 317,,,,,0.42,0.02,-0.02,0
GJ 317 b,GJ 317,,,,,0.26,0.04,-0.04,0
GJ 317 c,GJ 317,,,,,0.42,0.02,-0.02,0
GJ 317 c,GJ 317,,,,,0.42,0.05,-0.05,0
GJ 317 c,GJ 317,,,,,0.24,0.04,-0.04,0
GJ 328 b,GJ 328,,,,,0.69,0.05,-0.05,0
GJ 3293 b,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3293 b,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3293 c,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3293 c,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3293 d,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3293 e,GJ 3293,0.4,0.03,-0.03,0,0.42,,,0
GJ 3323 b,GJ 3323,0.12,0.03,-0.03,0,0.16,,,0
GJ 3323 c,GJ 3323,0.12,0.03,-0.03,0,0.16,,,0
GJ 3341 b,GJ 3341,0.44,0.03,-0.03,0,0.47,,,0
GJ 338 B b,GJ 338 B,0.58,0.03,-0.03,0,0.64,0.07,-0.07,0
GJ 3470 b,GJ 3470,0.5,0.06,-0.06,0,0.54,0.07,-0.07,0
GJ 3470 b,GJ 3470,0.5,0.01,-0.01,0,0.5,0.02,-0.02,0
GJ 3470 b,GJ 3470,0.5,0.01,-0.01,0,0.5,0.02,-0.02,0
GJ 3470 b,GJ 3470,0.5,0.01,-0.01,0,0.5,0.02,-0.02,0
GJ 3470 b,GJ 3470,0.55,0.02,-0.02,0,0.54,0.05,-0.04,0
GJ 3470 b,GJ 3470,0.48,0.04,-0.04,0,0.51,0.06,-0.06,0
GJ 3470 b,GJ 3470,0.53,0.02,-0.01,0,0.56,0.03,-0.02,0
GJ 3470 b,GJ 3470,0.48,0.04,-0.04,0,0.51,0.06,-0.06,0
GJ 3470 b,GJ 3470,0.57,0.04,-0.03,0,0.54,0.05,-0.04,0
GJ 3473 b,GJ 3473,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0
GJ 3473 b,GJ 3473,0.35,0.02,-0.02,0,,,,
GJ 3473 c,GJ 3473,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0
GJ 3512 b,GJ 3512,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0
GJ 357 b,GJ 357,0.36,0.01,-0.01,0,,,,
GJ 357 b,GJ 357,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 357 c,GJ 357,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 357 d,GJ 357,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0
GJ 3634 b,GJ 3634,0.43,0.03,-0.03,0,0.45,0.05,-0.05,0
GJ 3779 b,GJ 3779,0.28,0.01,-0.01,0,0.27,0.02,-0.02,0
GJ 3942 b,GJ 3942,0.61,0.06,-0.06,0,0.63,0.07,-0.07,0
GJ 3998 b,GJ 3998,0.49,0.05,-0.05,0,0.5,0.05,-0.05,0
GJ 3998 c,GJ 3998,0.49,0.05,-0.05,0,0.5,0.05,-0.05,0
GJ 411 b,GJ 411,0.39,0.01,-0.01,0,0.39,0.04,-0.04,0
GJ 411 b,GJ 411,0.39,0,0,0,0.39,0.01,-0.01,0
GJ 422 b,GJ 422,,,,,0.35,,,0
GJ 422 b,GJ 422,,,,,0.35,,,0
GJ 4276 b,GJ 4276,0.41,0.01,-0.01,0,0.41,0.03,-0.03,0
GJ 433 b,GJ 433,,,,,0.48,,,0
GJ 433 b,GJ 433,,,,,0.48,,,0
GJ 433 b,GJ 433,,,,,0.48,,,0
GJ 433 b,GJ 433,0.5,0.04,-0.04,0,0.59,0.22,-0.22,0
GJ 433 c,GJ 433,,,,,0.48,,,0
GJ 433 c,GJ 433,,,,,0.48,,,0
GJ 433 d,GJ 433,,,,,0.48,,,0
GJ 436 b,GJ 436,0.44,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,0.45,0.02,-0.02,0,,,,
GJ 436 b,GJ 436,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0
GJ 436 b,GJ 436,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,0.45,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,,,,,,,,
GJ 436 b,GJ 436,0.45,0.03,-0.03,0,0.46,0.05,-0.05,0
GJ 436 b,GJ 436,,,,,0.41,0.05,-0.05,0
GJ 436 b,GJ 436,,,,,,,,
GJ 436 b,GJ 436,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0
GJ 436 b,GJ 436,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,,,,,0.44,0.04,-0.04,0
GJ 436 b,GJ 436,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0
GJ 436 b,GJ 436,0.45,0.02,-0.02,0,0.45,0.04,-0.04,0
GJ 436 b,GJ 436,0.46,0.02,-0.02,0,0.56,0.07,-0.07,0
GJ 436 b,GJ 436,,,,,,,,
GJ 436 b,GJ 436,,,,,0.45,0.01,-0.01,0
GJ 480 b,GJ 480,,,,,0.45,0.02,-0.02,0
GJ 504 b,GJ 504,,,,,1.22,0.08,-0.08,0
GJ 536 b,GJ 536,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0
GJ 536 b,GJ 536,0.5,0.05,-0.05,0,0.52,0.05,-0.05,0
GJ 581 b,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 b,GJ 581,,,,,,,,
GJ 581 c,GJ 581,,,,,,,,
GJ 581 c,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 c,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 c,GJ 581,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,,,,,,,,
GJ 581 e,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,0.29,,,0,0.31,0.02,-0.02,0
GJ 581 e,GJ 581,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0
GJ 625 b,GJ 625,0.31,0.06,-0.06,0,0.3,0.07,-0.07,0
GJ 649 b,GJ 649,,,,,0.54,0.05,-0.05,0
GJ 667 C b,GJ 667 C,,,,,0.33,0.02,-0.02,0
GJ 667 C b,GJ 667 C,,,,,,,,
GJ 667 C b,GJ 667 C,,,,,,,,
GJ 667 C b,GJ 667 C,,,,,,,,
GJ 667 C c,GJ 667 C,,,,,,,,
GJ 667 C c,GJ 667 C,,,,,,,,
GJ 667 C c,GJ 667 C,,,,,,,,
GJ 667 C c,GJ 667 C,,,,,0.33,0.02,-0.02,0
GJ 667 C e,GJ 667 C,,,,,0.33,0.02,-0.02,0
GJ 667 C f,GJ 667 C,,,,,0.33,0.02,-0.02,0
GJ 667 C g,GJ 667 C,,,,,0.33,0.02,-0.02,0
GJ 674 b,GJ 674,,,,,0.35,,,0
GJ 676 A b,GJ 676 A,,,,,,,,
GJ 676 A b,GJ 676 A,,,,,,,,
GJ 676 A b,GJ 676 A,0.69,0.07,-0.07,0,0.73,0.21,-0.21,0
GJ 676 A b,GJ 676 A,,,,,0.71,0.04,-0.04,0
GJ 676 A c,GJ 676 A,,,,,,,,
GJ 676 A d,GJ 676 A,,,,,,,,
GJ 676 A d,GJ 676 A,,,,,0.71,0.04,-0.04,0
GJ 676 A e,GJ 676 A,,,,,0.71,0.04,-0.04,0
GJ 676 A e,GJ 676 A,,,,,,,,
GJ 682 b,GJ 682,,,,,0.27,,,0
GJ 682 c,GJ 682,,,,,0.27,,,0
GJ 685 b,GJ 685,0.54,0.05,-0.05,0,0.55,0.06,-0.06,0
GJ 687 b,GJ 687,,,,,0.4,0.02,-0.02,0
GJ 687 b,GJ 687,0.42,0.01,-0.01,0,0.41,0.04,-0.04,0
GJ 687 b,GJ 687,0.43,0.03,-0.03,0,0.45,0.07,-0.07,0
GJ 687 c,GJ 687,,,,,0.4,0.02,-0.02,0
GJ 832 b,GJ 832,,,,,0.45,0.05,-0.05,0
GJ 832 b,GJ 832,0.48,,,0,0.45,0.05,-0.05,0
GJ 832 b,GJ 832,0.44,0.01,-0.01,0,0.44,0.02,-0.02,0
GJ 832 c,GJ 832,,,,,0.45,0.05,-0.05,0
GJ 849 b,GJ 849,0.46,0.01,-0.01,0,0.46,0.02,-0.02,0
GJ 849 b,GJ 849,,,,,0.49,0.05,-0.05,0
GJ 849 b,GJ 849,0.53,0.05,-0.05,0,0.65,0.24,-0.24,0
GJ 849 b,GJ 849,,,,,0.49,,,0
GJ 86 b,GJ 86,,,,,0.8,,,0
GJ 86 b,GJ 86,,,,,0.77,,,0
GJ 86 b,GJ 86,0.77,0.01,-0.01,0,0.93,0.06,-0.06,0
GJ 876 b,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 b,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 b,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 b,GJ 876,0.3,,,0,0.32,0.03,-0.03,0
GJ 876 b,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 b,GJ 876,,,,,0.37,,,0
GJ 876 b,GJ 876,,,,,0.33,0.03,-0.03,0
GJ 876 c,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 c,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 c,GJ 876,,,,,0.33,0.03,-0.03,0
GJ 876 c,GJ 876,0.3,,,0,0.32,0.03,-0.03,0
GJ 876 c,GJ 876,,,,,0.37,,,0
GJ 876 c,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 d,GJ 876,,,,,0.33,0.03,-0.03,0
GJ 876 d,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 d,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 d,GJ 876,,,,,0.37,,,0
GJ 876 d,GJ 876,0.3,,,0,0.32,0.03,-0.03,0
GJ 876 d,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 e,GJ 876,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0
GJ 876 e,GJ 876,0.3,,,0,0.32,0.03,-0.03,0
GJ 876 e,GJ 876,,,,,0.37,,,0
GJ 887 b,GJ 887,0.47,0.09,-0.09,0,0.49,0.05,-0.05,0
GJ 887 c,GJ 887,0.47,0.09,-0.09,0,0.49,0.05,-0.05,0
GJ 9066 b,GJ 9066,,,,,0.15,0.02,-0.02,0
GJ 9066 c,GJ 9066,,,,,0.15,0.02,-0.02,0
GJ 96 b,GJ 96,,,,,0.6,0.07,-0.07,0
GJ 9827 b,GJ 9827,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0
GJ 9827 b,GJ 9827,0.6,0.01,-0.01,0,0.61,0.02,-0.01,0
GJ 9827 b,GJ 9827,0.6,0.01,0,0,0.61,0.02,-0.01,0
GJ 9827 b,GJ 9827,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0
GJ 9827 c,GJ 9827,0.6,0.01,0,0,0.61,0.02,-0.01,0
GJ 9827 c,GJ 9827,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0
GJ 9827 c,GJ 9827,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0
GJ 9827 d,GJ 9827,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0
GJ 9827 d,GJ 9827,0.61,0.03,-0.03,0,0.61,0.03,-0.03,0
GJ 9827 d,GJ 9827,0.6,0.01,0,0,0.61,0.02,-0.01,0
GQ Lup b,GQ Lup,1.94,,,0,,,,
GQ Lup b,GQ Lup,1.94,,,0,,,,
GSC 06214-00210 b,GSC 06214-00210,0.9,0.07,-0.08,0,0.69,0.11,-0.06,0
GSC 06214-00210 b,GSC 06214-00210,,,,,0.6,,,0
GSC 06214-00210 b,GSC 06214-00210,,,,,0.9,0.1,-0.1,0
GSC 06214-00210 b,GSC 06214-00210,,,,,0.9,0.1,-0.1,0
GU Psc b,GU Psc,,,,,0.33,0.03,-0.03,0
Gl 378 b,Gl 378,0.56,0.02,-0.02,0,0.56,0.01,-0.01,0
Gl 49 b,Gl 49,0.51,0.02,-0.02,0,0.52,0.02,-0.02,0
Gl 686 b,Gl 686,0.42,0.05,-0.05,0,0.42,0.05,-0.05,0
Gl 686 b,Gl 686,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0
Gl 686 b,Gl 686,0.43,0.02,-0.02,0,0.43,0.03,-0.03,0
HAT-P-1 b,HAT-P-1,1.14,0.05,-0.05,0,1.13,0.07,-0.08,0
HAT-P-1 b,HAT-P-1,1.15,0.1,-0.07,0,1.12,0.09,-0.09,0
HAT-P-1 b,HAT-P-1,1.15,0.09,-0.09,0,1.12,0.09,-0.09,0
HAT-P-1 b,HAT-P-1,,,,,,,,
HAT-P-1 b,HAT-P-1,1.11,0.03,-0.03,0,1.13,0.04,-0.04,0
HAT-P-1 b,HAT-P-1,1.17,0.03,-0.03,0,1.15,0.05,-0.05,0
HAT-P-1 b,HAT-P-1,1.18,0.06,-0.04,0,1.13,0.19,-0.11,0
HAT-P-1 b,HAT-P-1,,,,,,,,
HAT-P-1 b,HAT-P-1,1.11,0.05,-0.05,0,1.13,0.08,-0.08,0
HAT-P-1 b,HAT-P-1,1.14,0.05,-0.05,0,1.13,0.07,-0.08,0
HAT-P-1 b,HAT-P-1,1.18,0.06,-0.04,0,1.13,0.19,-0.11,0
HAT-P-11 b,HAT-P-11,0.77,0.03,-0.03,0,0.88,0.14,-0.14,0
HAT-P-11 b,HAT-P-11,0.75,0.02,-0.02,0,0.81,0.02,-0.03,0
HAT-P-11 b,HAT-P-11,0.77,0.03,-0.02,0,0.83,0.02,-0.05,0
HAT-P-11 b,HAT-P-11,0.76,0.03,-0.03,0,0.83,0.02,-0.05,0
HAT-P-11 b,HAT-P-11,0.77,0.03,-0.02,0,0.83,0.02,-0.05,0
HAT-P-11 b,HAT-P-11,0.75,0.03,-0.03,0,,,,
HAT-P-11 b,HAT-P-11,0.76,0.05,-0.05,0,0.77,0.1,-0.08,0
HAT-P-11 b,HAT-P-11,0.74,0.03,-0.03,0,0.79,0.02,-0.02,0
HAT-P-11 b,HAT-P-11,0.76,0.05,-0.05,0,0.77,0.1,-0.08,0
HAT-P-11 b,HAT-P-11,0.69,0.01,-0.01,0,0.81,0.03,-0.03,0
HAT-P-11 b,HAT-P-11,,,,,,,,
HAT-P-11 b,HAT-P-11,0.77,0.03,-0.02,0,0.83,0.02,-0.05,0
HAT-P-11 b,HAT-P-11,0.74,0.01,-0.01,0,0.81,0.01,-0.01,0
HAT-P-11 b,HAT-P-11,,,,,0.81,0.03,-0.03,0
HAT-P-11 b,HAT-P-11,0.68,0.01,-0.01,0,0.81,0.02,-0.03,0
HAT-P-11 c,HAT-P-11,0.68,0.01,-0.01,0,0.81,0.02,-0.03,0
HAT-P-11 c,HAT-P-11,,,,,0.81,0.03,-0.03,0
HAT-P-12 b,HAT-P-12,0.7,0.01,-0.01,0,0.73,0.02,-0.02,0
HAT-P-12 b,HAT-P-12,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0
HAT-P-12 b,HAT-P-12,0.7,0.06,-0.04,0,0.74,0.08,-0.08,0
HAT-P-12 b,HAT-P-12,,,,,,,,
HAT-P-12 b,HAT-P-12,,,,,0.73,0.02,-0.02,0
HAT-P-12 b,HAT-P-12,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0
HAT-P-12 b,HAT-P-12,0.68,0.01,-0.01,0,0.69,0.04,-0.04,0
HAT-P-12 b,HAT-P-12,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0
HAT-P-12 b,HAT-P-12,0.7,0.06,-0.04,0,0.74,0.08,-0.08,0
HAT-P-13 b,HAT-P-13,1.56,0.08,-0.08,0,1.22,0.05,-0.1,0
HAT-P-13 b,HAT-P-13,1.76,0.05,-0.05,0,1.32,0.06,-0.06,0
HAT-P-13 b,HAT-P-13,1.56,0.08,-0.08,0,1.22,0.05,-0.1,0
HAT-P-13 b,HAT-P-13,,,,,,,,
HAT-P-13 b,HAT-P-13,,,,,,,,
HAT-P-13 b,HAT-P-13,,,,,1.32,0.06,-0.06,0
HAT-P-13 b,HAT-P-13,,,,,,,,
HAT-P-13 c,HAT-P-13,,,,,1.32,0.06,-0.06,0
HAT-P-13 c,HAT-P-13,1.56,0.08,-0.08,0,1.22,0.05,-0.1,0
HAT-P-13 c,HAT-P-13,1.76,0.05,-0.05,0,1.32,0.06,-0.06,0
HAT-P-13 c,HAT-P-13,,,,,,,,
HAT-P-14 b,HAT-P-14,,,,,,,,
HAT-P-14 b,HAT-P-14,1.47,0.04,-0.04,0,1.39,0.04,-0.04,0
HAT-P-14 b,HAT-P-14,1.47,0.05,-0.05,0,1.39,0.04,-0.04,0
HAT-P-14 b,HAT-P-14,1.59,0.06,-0.06,0,1.42,0.05,-0.05,0
HAT-P-14 b,HAT-P-14,1.82,0.15,-0.15,0,2.65,0.73,-0.73,0
HAT-P-14 b,HAT-P-14,1.53,0.1,-0.1,0,1.32,0.03,-0.03,0
HAT-P-14 b,HAT-P-14,1.55,0.07,-0.07,0,1.43,0.32,-0.18,0
HAT-P-14 b,HAT-P-14,,,,,1.42,0.05,-0.05,0
HAT-P-14 b,HAT-P-14,1.47,0.05,-0.05,0,1.39,0.04,-0.04,0
HAT-P-15 b,HAT-P-15,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0
HAT-P-15 b,HAT-P-15,,,,,1.01,0.04,-0.04,0
HAT-P-15 b,HAT-P-15,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0
HAT-P-15 b,HAT-P-15,1.07,0.07,-0.07,0,1,0.23,-0.23,0
HAT-P-16 b,HAT-P-16,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0
HAT-P-16 b,HAT-P-16,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0
HAT-P-16 b,HAT-P-16,,,,,1.22,0.04,-0.04,0
HAT-P-16 b,HAT-P-16,,,,,,,,
HAT-P-16 b,HAT-P-16,,,,,1.2,,,0
HAT-P-16 b,HAT-P-16,,,,,,,,
HAT-P-17 b,HAT-P-17,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0
HAT-P-17 b,HAT-P-17,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0
HAT-P-17 b,HAT-P-17,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0
HAT-P-17 b,HAT-P-17,0.84,0.04,-0.04,0,0.92,0.15,-0.08,0
HAT-P-17 b,HAT-P-17,,,,,0.86,0.04,-0.04,0
HAT-P-17 c,HAT-P-17,0.84,0.04,-0.04,0,0.92,0.15,-0.08,0
HAT-P-17 c,HAT-P-17,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0
HAT-P-17 c,HAT-P-17,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0
HAT-P-18 b,HAT-P-18,,,,,0.77,0.03,-0.03,0
HAT-P-18 b,HAT-P-18,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0
HAT-P-18 b,HAT-P-18,0.74,0.06,-0.04,0,0.77,0.08,-0.11,0
HAT-P-18 b,HAT-P-18,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0
HAT-P-18 b,HAT-P-18,0.72,0.03,-0.03,0,0.77,0.03,-0.03,0
HAT-P-18 b,HAT-P-18,0.74,0.06,-0.04,0,0.77,0.08,-0.11,0
HAT-P-19 b,HAT-P-19,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0
HAT-P-19 b,HAT-P-19,0.8,0.05,-0.04,0,0.83,0.1,-0.1,0
HAT-P-19 b,HAT-P-19,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0
HAT-P-2 b,HAT-P-2,,,,,,,,
HAT-P-2 b,HAT-P-2,1.71,0.06,-0.06,0,1.93,0.49,-0.49,0
HAT-P-2 b,HAT-P-2,,,,,,,,
HAT-P-2 b,HAT-P-2,1.39,0.09,-0.09,0,1.33,0.03,-0.03,0
HAT-P-2 b,HAT-P-2,,,,,,,,
HAT-P-2 b,HAT-P-2,1.64,0.09,-0.08,0,1.36,0.04,-0.04,0
HAT-P-2 b,HAT-P-2,1.64,0.09,-0.08,0,1.36,0.04,-0.04,0
HAT-P-2 b,HAT-P-2,1.51,0.13,-0.1,0,1.31,0.09,-0.08,0
HAT-P-2 b,HAT-P-2,1.42,0.04,-0.06,0,1.3,0.06,-0.1,0
HAT-P-2 b,HAT-P-2,1.47,0.04,-0.17,0,1.3,0.06,-0.1,0
HAT-P-2 b,HAT-P-2,,,,,1.36,0.04,-0.04,0
